dataset,sample_size,noise_level,clf_type,regularization_value,train_acc,test_acc,train_std,test_std,acc_diff,k
circles,10000,0.1,knn,-,0.8451666666666666,0.8195,0.0042459130676190055,0.017811513130556855,0.025666666666666615,15
circles,10000,0.1,knn,-,0.844,0.8229999999999998,0.004706181907677195,0.021470910553583866,0.02100000000000013,17
circles,10000,0.1,knn,-,0.8443333333333334,0.821,0.0032279642325186452,0.018814887722226753,0.023333333333333428,19
circles,10000,0.1,log_reg,0.001,0.5075000000000001,0.5075,0.0002777777777777657,0.0025000000000000022,1.1102230246251565e-16,-
circles,10000,0.1,log_reg,0.01,0.5136666666666667,0.5045,0.01080466291657176,0.016948451256678293,0.009166666666666767,-
circles,10000,0.1,log_reg,0.1,0.5331666666666667,0.514,0.026111170212699066,0.03120897306865446,0.019166666666666665,-
circles,10000,0.1,log_reg,1,0.5350555555555555,0.5125,0.0279046546849521,0.03164253466459347,0.02255555555555555,-
circles,10000,0.1,log_reg,10,0.5355555555555556,0.5125,0.028395356949619355,0.03164253466459347,0.023055555555555607,-
circles,10000,0.1,log_reg,100,0.5356666666666667,0.5125,0.02843098639960142,0.03164253466459347,0.02316666666666678,-
circles,10000,0.1,log_reg,1000,0.5356111111111111,0.5125,0.02844905561582139,0.03164253466459347,0.023111111111111193,-
circles,10000,0.1,knn,-,1.0,0.782,0.0,0.03414674215792774,0.21799999999999997,1
circles,10000,0.1,knn,-,0.8931666666666667,0.8115,0.0027108606441679666,0.034427459970204,0.08166666666666667,3
circles,10000,0.1,knn,-,0.8713888888888889,0.8219999999999998,0.004333689444056978,0.03458323293158115,0.04938888888888904,5
circles,10000,0.1,knn,-,0.8620555555555557,0.8285,0.003983375948942981,0.032330326320654405,0.03355555555555567,7
circles,10000,0.1,knn,-,0.8598888888888888,0.8310000000000001,0.00447765370657997,0.0398622628559895,0.028888888888888742,9
circles,10000,0.1,knn,-,0.8595,0.8334999999999999,0.0036213529972738507,0.04019017292821717,0.026000000000000134,11
circles,10000,0.1,knn,-,0.8564444444444443,0.833,0.0047544650878521616,0.0366196668472011,0.02344444444444438,13
circles,10000,0.1,knn,-,0.8538333333333332,0.836,0.005629781918018174,0.03897435053981017,0.017833333333333257,15
circles,10000,0.1,knn,-,0.8527777777777776,0.834,0.005926504601375376,0.03967366884975475,0.01877777777777767,17
circles,10000,0.1,knn,-,0.8522777777777778,0.836,0.005535798201560024,0.0367967389859482,0.016277777777777835,19
circles,10000,0.1,log_reg,0.001,0.5075000000000001,0.5075000000000001,0.0002777777777777657,0.0025000000000000022,0.0,-
circles,10000,0.1,log_reg,0.01,0.5351111111111112,0.5175,0.025854292572887096,0.03363406011768427,0.017611111111111244,-
circles,10000,0.1,log_reg,0.1,0.5353888888888888,0.5189999999999999,0.020957113763205814,0.04029888335921977,0.016388888888888897,-
circles,10000,0.1,log_reg,1,0.535111111111111,0.5199999999999999,0.019911532733631256,0.04549725266430931,0.015111111111111075,-
circles,10000,0.1,log_reg,10,0.5346666666666666,0.5199999999999999,0.019850055197858377,0.04571651780264985,0.014666666666666717,-
circles,10000,0.1,log_reg,100,0.5346666666666666,0.5199999999999999,0.019850055197858377,0.04571651780264985,0.014666666666666717,-
circles,10000,0.1,log_reg,1000,0.5346666666666666,0.5199999999999999,0.019850055197858377,0.04571651780264985,0.014666666666666717,-
circles,10000,0.1,knn,-,1.0,0.751,0.0,0.024979991993593617,0.249,1
circles,10000,0.1,knn,-,0.8788888888888889,0.8025,0.004520187912624017,0.019267848867997678,0.07638888888888895,3
circles,10000,0.1,knn,-,0.8651666666666668,0.8119999999999999,0.0031431878132923497,0.017204650534085222,0.053166666666666806,5
circles,10000,0.1,knn,-,0.857,0.8125000000000002,0.003260311278026921,0.018874586088176843,0.04449999999999976,7
circles,10000,0.1,knn,-,0.8500000000000002,0.8105,0.0036175156880221596,0.022299103120977732,0.0395000000000002,9
circles,10000,0.1,knn,-,0.849388888888889,0.8105,0.00261111111111112,0.020670026608594363,0.03888888888888897,11
circles,10000,0.1,knn,-,0.8449444444444445,0.8145,0.0031175528547995913,0.01903286631067425,0.030444444444444496,13
circles,10000,0.1,knn,-,0.842388888888889,0.8119999999999999,0.003592258480072734,0.02420743687382038,0.03038888888888902,15
circles,10000,0.1,knn,-,0.8411111111111109,0.8130000000000001,0.0036599264648890105,0.021118712081942843,0.028111111111110865,17
circles,10000,0.1,knn,-,0.8381666666666666,0.8170000000000002,0.003760171390892841,0.022045407685048573,0.021166666666666445,19
circles,10000,0.1,log_reg,0.001,0.51,0.51,0.0,0.0,0.0,-
circles,10000,0.1,log_reg,0.01,0.5505555555555556,0.5335000000000001,0.026122928767797204,0.021453437952924925,0.01705555555555549,-
circles,10000,0.1,log_reg,0.1,0.5429444444444445,0.5335,0.01914217436724921,0.033470135942359105,0.009444444444444478,-
circles,10000,0.1,log_reg,1,0.5403888888888889,0.5319999999999999,0.0173116851994381,0.03451086785347478,0.008388888888889001,-
circles,10000,0.1,log_reg,10,0.5406666666666667,0.5315,0.017536205932827047,0.03471671067367989,0.009166666666666767,-
circles,10000,0.1,log_reg,100,0.5407222222222222,0.5309999999999999,0.01761216260443158,0.034263683398023624,0.009722222222222299,-
circles,10000,0.1,log_reg,1000,0.5407222222222222,0.5309999999999999,0.01761216260443158,0.034263683398023624,0.009722222222222299,-
circles,10000,0.1,knn,-,1.0,0.7594999999999998,0.0,0.026215453457836654,0.24050000000000016,1
circles,10000,0.1,knn,-,0.8795,0.7969999999999999,0.0023759338644825804,0.012083045973594567,0.08250000000000002,3
circles,10000,0.1,knn,-,0.8661666666666668,0.8174999999999999,0.002527014536787589,0.0110113577727726,0.04866666666666686,5
circles,10000,0.1,knn,-,0.8556111111111111,0.8225,0.002143753486841629,0.01913765920900462,0.03311111111111109,7
circles,10000,0.1,knn,-,0.8517777777777777,0.8300000000000001,0.002163102481547976,0.017748239349298842,0.021777777777777674,9
circles,10000,0.1,knn,-,0.8493333333333334,0.827,0.0031700761372638188,0.012884098726725112,0.022333333333333427,11
circles,10000,0.1,knn,-,0.8452222222222222,0.8234999999999999,0.0035590260840104395,0.017327723451163422,0.02172222222222231,13
circles,10000,0.1,knn,-,0.8396666666666667,0.825,0.003488959659579448,0.01974841765813148,0.014666666666666717,15
circles,10000,0.1,knn,-,0.8387777777777778,0.8210000000000001,0.0033591592128513164,0.017860571099491726,0.01777777777777778,17
circles,10000,0.1,knn,-,0.8386111111111111,0.8234999999999999,0.0025367666792957596,0.015008331019803612,0.015111111111111186,19
circles,10000,0.1,log_reg,0.001,0.5355000000000001,0.5355000000000001,0.0001666666666666594,0.0015000000000000013,0.0,-
circles,10000,0.1,log_reg,0.01,0.5355000000000001,0.5355000000000001,0.0001666666666666594,0.0015000000000000013,0.0,-
circles,10000,0.1,log_reg,0.1,0.5366111111111111,0.5355000000000001,0.00211476292340825,0.0015000000000000013,0.0011111111111110628,-
circles,10000,0.1,log_reg,1,0.5379444444444446,0.537,0.004374801582802216,0.006000000000000005,0.0009444444444445255,-
circles,10000,0.1,log_reg,10,0.5381111111111112,0.537,0.00443192681670648,0.006000000000000005,0.0011111111111111738,-
circles,10000,0.1,log_reg,100,0.5381666666666668,0.537,0.004547757553501739,0.006000000000000005,0.0011666666666667602,-
circles,10000,0.1,log_reg,1000,0.5381666666666668,0.537,0.004547757553501739,0.006000000000000005,0.0011666666666667602,-
circles,10000,0.1,knn,-,1.0,0.7675000000000001,0.0,0.036072842970855515,0.23249999999999993,1
circles,10000,0.1,knn,-,0.8840555555555556,0.8055,0.004325134694255959,0.02184605227495345,0.0785555555555556,3
circles,10000,0.1,knn,-,0.8671111111111112,0.8105,0.0037908271353848735,0.02678152348168414,0.05661111111111117,5
circles,10000,0.1,knn,-,0.8572777777777777,0.8220000000000001,0.00255132500071222,0.022715633383201077,0.03527777777777763,7
circles,10000,0.1,knn,-,0.852611111111111,0.8220000000000001,0.0032398940692940623,0.025903667693977225,0.030611111111110922,9
circles,10000,0.1,knn,-,0.850611111111111,0.8254999999999999,0.0027154109799666652,0.023286262044390018,0.025111111111111084,11
circles,10000,0.1,knn,-,0.8482222222222223,0.8305,0.004539266270181216,0.025734218464915522,0.017722222222222306,13
circles,10000,0.1,knn,-,0.8456666666666667,0.8344999999999999,0.004163331998932275,0.022522211259110393,0.011166666666666769,15
circles,10000,0.1,knn,-,0.8458333333333334,0.834,0.003737117790853802,0.02727636339397169,0.011833333333333473,17
circles,10000,0.1,knn,-,0.8459444444444444,0.8345,0.003152991916369493,0.02678152348168414,0.011444444444444368,19
circles,10000,0.1,log_reg,0.001,0.5045,0.5045,0.0001666666666666594,0.0015000000000000013,0.0,-
circles,10000,0.1,log_reg,0.01,0.47877777777777775,0.45200000000000007,0.024377180181067847,0.034073450074801635,0.026777777777777678,-
circles,10000,0.1,log_reg,0.1,0.4915000000000001,0.45999999999999996,0.012753721316047614,0.03853569773599538,0.03150000000000014,-
circles,10000,0.1,log_reg,1,0.49177777777777776,0.46049999999999996,0.011739981281664272,0.03552815784698104,0.03127777777777779,-
circles,10000,0.1,log_reg,10,0.49161111111111105,0.46049999999999996,0.011893171606606787,0.03552815784698104,0.03111111111111109,-
circles,10000,0.1,log_reg,100,0.49172222222222217,0.46049999999999996,0.011760075795506152,0.03552815784698104,0.031222222222222207,-
circles,10000,0.1,log_reg,1000,0.49172222222222217,0.46049999999999996,0.011760075795506152,0.03552815784698104,0.031222222222222207,-
circles,10000,0.1,knn,-,1.0,0.762,0.0,0.03171750305430742,0.238,1
circles,10000,0.1,knn,-,0.8769444444444444,0.7950000000000002,0.0015163715626618094,0.02588435821108955,0.08194444444444426,3
circles,10000,0.1,knn,-,0.8646666666666667,0.8150000000000001,0.002824058894919753,0.02133072900770152,0.04966666666666664,5
circles,10000,0.1,knn,-,0.8603888888888889,0.8219999999999998,0.0028333333333333305,0.018466185312619374,0.03838888888888903,7
circles,10000,0.1,knn,-,0.8522222222222222,0.8234999999999999,0.003351800695332984,0.018714967272212887,0.028722222222222316,9
circles,10000,0.1,knn,-,0.8456666666666667,0.8295,0.0026504134315281096,0.019163767896736794,0.016166666666666663,11
circles,10000,0.1,knn,-,0.8443888888888889,0.827,0.0033189504513875183,0.02039607805437112,0.017388888888888898,13
